ITEM번호	ITEM_NAME(K)	ITEM_TYPE	SUB_TYPE	SIZE	ANTI_FLAG	FLAG	ITEM_WEAR	IMMUNE	상점 판매가	상점에서 살 때	REFINE	REFINESET	MAGIC_PCT	LIMIT_TYPE0	LIMIT_VALUE0	LIMIT_TYPE1	LIMIT_VALUE1	ADDON_TYPE0	ADDON_VALUE0	ADDON_TYPE1	ADDON_VALUE1	ADDON_TYPE2	ADDON_VALUE2	VALUE0	VALUE1	VALUE2	VALUE3	VALUE4	VALUE5	Specular	SOCKET	ATTU_ADDON	
41206	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40096	0	0	0	0	0	
41207	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40097	0	0	0	0	0	
41208	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40097	0	0	0	0	0	
41209	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40098	0	0	0	0	0	
41210	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40098	0	0	0	0	0	
41211	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40099	0	0	0	0	0	
41212	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40099	0	0	0	0	0	
41213	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40100	0	0	0	0	0	
41214	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40100	0	0	0	0	0	
41215	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40101	0	0	0	0	0	
41216	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40101	0	0	0	0	0	
41217	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40070	0	0	0	0	0	
41218	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40070	0	0	0	0	0	
41219	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40071	0	0	0	0	0	
41220	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40071	0	0	0	0	0	
41221	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40072	0	0	0	0	0	
41222	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40072	0	0	0	0	0	
41223	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40073	0	0	0	0	0	
41224	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40073	0	0	0	0	0	
41225	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40074	0	0	0	0	0	
41226	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40074	0	0	0	0	0	
41227	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40075	0	0	0	0	0	
41228	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40075	0	0	0	0	0	
41229	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40076	0	0	0	0	0	
41230	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40076	0	0	0	0	0	
41231	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40077	0	0	0	0	0	
41232	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40077	0	0	0	0	0	
41233	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40078	0	0	0	0	0	
41234	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40078	0	0	0	0	0	
41235	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40079	0	0	0	0	0	
41236	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40079	0	0	0	0	0	
41237	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40080	0	0	0	0	0	
41238	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40080	0	0	0	0	0	
41239	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40081	0	0	0	0	0	
41240	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40081	0	0	0	0	0	
41241	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40082	0	0	0	0	0	
41242	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40082	0	0	0	0	0	
41243	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40083	0	0	0	0	0	
41244	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40083	0	0	0	0	0	
41245	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40084	0	0	0	0	0	
41246	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40084	0	0	0	0	0	
41247	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40085	0	0	0	0	0	
41248	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40085	0	0	0	0	0	
41249	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40086	0	0	0	0	0	
41250	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40086	0	0	0	0	0	
41251	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40087	0	0	0	0	0	
41252	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40087	0	0	0	0	0	
41253	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40088	0	0	0	0	0	
41254	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40088	0	0	0	0	0	
41255	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40089	0	0	0	0	0	
41256	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40089	0	0	0	0	0	
41257	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40090	0	0	0	0	0	
41258	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40090	0	0	0	0	0	
41259	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40091	0	0	0	0	0	
41260	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40091	0	0	0	0	0	
41261	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40092	0	0	0	0	0	
41262	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40092	0	0	0	0	0	
41263	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40093	0	0	0	0	0	
41264	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40093	0	0	0	0	0	
41265	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40094	0	0	0	0	0	
41266	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40094	0	0	0	0	0	
41267	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40095	0	0	0	0	0	
41268	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40095	0	0	0	0	0	
41269	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40096	0	0	0	0	0	
41270	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40096	0	0	0	0	0	
41271	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40097	0	0	0	0	0	
41272	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40097	0	0	0	0	0	
41273	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40098	0	0	0	0	0	
41274	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40098	0	0	0	0	0	
41275	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40099	0	0	0	0	0	
41276	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40099	0	0	0	0	0	
41277	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40100	0	0	0	0	0	
41278	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40100	0	0	0	0	0	
41279	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40101	0	0	0	0	0	
41280	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_STACK	NONE	NONE	NONE	0	0	0	0	100	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	0	0	0	40101	0	0	0	0	0	
41291	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40106	0	0	0	0	0	
41292	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40107	0	0	0	0	0	
41293	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40108	0	0	0	0	0	
41294	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_FEMALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40109	0	0	0	0	0	
41295	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40106	0	0	0	0	0	
41296	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40107	0	0	0	0	0	
41297	METGUIDE	ITEM_COSTUME	COSTUME_BODY	2	ANTI_MALE | ANTI_DROP | ANTI_SELL | ANTI_GIVE | ANTI_STACK | ANTI_MYSHOP	NONE	NONE	NONE	0	0	0	0	0	REAL_TIME	86400	LIMIT_NONE	0	APPLY_NONE	0	APPLY_NONE	0	APPLY_NONE	0	5	0	0	40108	0	0	0	0	0	
